#
# real AT-TPC data from NSCL, Michigan State University
# courtesy of Yassid Ayyad Limonge
#
# example A with 3 trajectories
#
34.3576,167.362,174.4
-7.36236,-109.066,382.4
-4.90824,-107.717,385.6
-9.81647,-104.816,385.6
-2.45412,-103.467,388.8
-4.90824,-104.816,388.8
-7.36236,-103.467,388.8
-4.90824,-99.2159,392
-5.72205e-06,-99.2159,395.2
-2.45412,-100.565,395.2
-5.72205e-06,-96.3143,398.4
-4.90824,-96.3143,398.4
-2.45412,-94.9652,398.4
2.45411,-94.9652,401.6
-2.45413,-92.0637,401.6
-7.62939e-06,-90.7145,404.8
2.45411,-92.0637,404.8
-7.62939e-06,-87.813,408
4.90823,-90.7145,408
2.45411,-86.4639,411.2
4.90823,-87.813,411.2
7.36234,-86.4639,414.4
2.45411,-83.5624,414.4
7.36234,-83.5624,417.6
4.90822,-82.2132,417.6
4.90822,-79.3117,420.8
7.36234,-77.9626,424
9.81646,-79.3117,424
7.36234,-75.0611,427.2
4.90822,-73.7119,427.2
12.2706,-75.0611,430.4
9.81646,-73.7119,430.4
9.81646,-70.8104,433.6
7.36234,-69.4613,433.6
14.7247,-70.8104,436.8
12.2706,-69.4613,436.8
12.2706,-66.5598,440
9.81649,-65.2106,440
14.7247,-65.2106,443.2
14.7247,-62.3091,446.4
12.2706,-60.9599,446.4
17.1788,-60.9599,449.6
17.1788,-58.0584,452.8
14.7247,-56.7093,452.8
19.633,-56.7093,456
14.7247,-53.8078,456
19.633,-53.8078,459.2
17.1788,-52.4586,459.2
22.0871,-52.4586,462.4
17.1788,-49.5571,462.4
22.0871,-49.5571,465.6
19.633,-48.208,465.6
24.5412,-48.208,468.8
19.633,-45.3065,468.8
24.5412,-45.3065,472
22.0871,-43.9573,472
26.9953,-43.9573,475.2
22.0871,-41.0558,475.2
24.5412,-39.7067,478.4
26.9953,-41.0558,478.4
24.5412,-36.8052,481.6
29.4494,-39.7067,481.6
26.9953,-35.456,484.8
29.4494,-36.8052,484.8
127.614,113.385,484.8
132.522,116.354,484.8
26.9953,-32.5545,488
127.614,107.853,488
31.9035,-35.456,488
29.4494,-31.2053,491.2
31.9035,-32.5545,491.2
122.706,104.883,491.2
29.4494,-28.3038,494.4
34.3577,-31.2053,494.4
117.798,107.853,494.4
122.706,99.3513,494.4
31.9035,-26.9547,497.6
117.798,90.85,497.6
34.3577,-28.3038,497.6
112.889,104.883,497.6
117.798,96.3821,497.6
112.889,99.3513,497.6
107.981,90.85,500.8
36.8118,-26.9547,500.8
112.889,87.8808,500.8
107.981,96.3821,500.8
31.9035,-24.0532,500.8
34.3577,-22.704,504
36.8118,-24.0532,504
105.527,86.4639,504
112.889,82.3487,504
34.3577,-19.8025,507.2
103.073,82.2132,507.2
105.527,83.5624,507.2
105.527,77.9626,507.2
107.981,79.3117,507.2
107.981,82.2132,507.2
39.2659,-22.704,507.2
36.8118,-18.4534,510.4
39.2659,-19.8025,510.4
103.073,79.3117,510.4
100.619,77.9626,510.4
98.1647,79.3117,510.4
103.073,73.7119,510.4
36.8118,-15.5519,513.6
100.619,75.0611,513.6
98.1647,70.8104,513.6
98.1647,73.7119,513.6
95.7106,75.0611,513.6
39.2659,-14.2027,516.8
41.72,-15.5519,516.8
93.2565,70.8104,516.8
95.7106,66.5598,516.8
95.7106,69.4613,516.8
90.8023,69.4613,520
90.8024,66.5598,520
93.2565,65.2106,520
88.3482,62.3091,523.2
88.3482,65.2106,523.2
90.8023,60.9599,523.2
93.2565,62.3091,523.2
39.2659,-11.3012,523.2
41.72,-9.95207,523.2
44.1741,-11.3012,523.2
88.3482,56.7093,526.4
85.8941,58.0584,526.4
90.8023,58.0584,526.4
46.6282,-7.05056,526.4
41.72,-7.05056,526.4
85.8941,60.9599,526.4
44.1741,-5.70141,529.6
88.3482,53.8078,529.6
85.8941,52.4586,529.6
83.44,56.7093,529.6
83.44,53.8078,529.6
80.9859,49.5571,532.8
49.0824,-2.7999,532.8
83.44,48.208,532.8
85.8941,49.5571,532.8
80.9859,52.4586,532.8
78.5318,48.208,532.8
46.6282,-1.45075,532.8
78.5318,45.3065,536
80.9859,43.9573,536
44.1741,-2.7999,536
46.6282,1.45075,539.2
76.0776,43.9573,539.2
73.6235,45.3065,539.2
78.5318,39.7067,539.2
76.0776,41.0558,539.2
73.6235,39.7067,539.2
71.1694,41.0558,539.2
73.6235,36.8052,542.4
71.1694,35.456,542.4
68.7153,36.8052,542.4
51.5365,1.45075,542.4
49.0824,2.7999,542.4
66.2612,32.5545,545.6
49.0824,5.70141,545.6
